City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
332,suzun,53.7841,82.3116,10.02,97,66,2.0,RU,1692123813
333,tamanrasset,22.785,5.5228,25.95,38,40,4.12,DZ,1692123814
334,ludhiana,30.9,75.85,28.81,78,32,2.12,IN,1692123814
335,katsuura,35.1333,140.3,26.36,89,85,5.95,JP,1692123815
336,siwa oasis,29.2041,25.5195,32.81,25,0,3.74,EG,1692123816
337,xilin hot,43.9667,116.0333,19.01,83,3,3.05,CN,1692123816
338,venadillo,4.7193,-74.9292,32.71,36,64,2.63,CO,1692123816
339,port-gentil,-0.7193,8.7815,24.98,83,20,4.12,GA,1692123817
340,xiva,41.3783,60.3639,19.99,17,0,3.38,UZ,1692123817
341,kurchatov,51.6601,35.6521,24.12,74,2,3.1,RU,1692123677
342,la gi,10.6667,107.7833,25.63,86,90,4.49,VN,1692123817
343,flin flon,54.7682,-101.865,21.91,46,100,2.57,CA,1692123817
344,pascagoula,30.3658,-88.5561,37.4,69,0,5.14,US,1692123775
345,tezu,27.9167,96.1667,25.48,98,99,1.21,IN,1692123818
346,zavodoukovsk,56.5042,66.5515,15.32,59,52,1.66,RU,1692123818
347,aleg,17.0481,-13.9209,35.49,38,100,2.81,MR,1692123819
348,bayanhongor,46.7167,100.1167,10.7,86,100,1.84,MN,1692123819
349,inirida,3.8653,-67.9239,29.59,66,89,0.83,CO,1692123819
350,lethem,3.3803,-59.7968,34.03,55,75,5.14,GY,1692123820
351,fauske,67.2588,15.3918,16.64,84,64,0.82,NO,1692123820
352,mount isa,-20.7333,139.5,9.87,81,6,0.0,AU,1692123821
353,olsztynek,53.5837,20.2847,29.8,44,7,2.69,PL,1692123821
354,nuuk,64.1835,-51.7216,17.34,51,0,3.6,GL,1692123660
355,mount pearl,47.5166,-52.7813,17.63,91,100,3.09,CA,1692123822
356,lerwick,60.1545,-1.1494,14.0,92,78,5.11,GB,1692123771
357,akrehamn,59.2667,5.1833,18.33,88,40,3.09,NO,1692123822
358,lata,40.1629,-8.3327,24.95,55,100,4.31,PT,1692123823
359,gunnison,38.7,-107.0673,22.73,25,22,1.07,US,1692123823
360,claveria,18.6074,121.0832,26.63,80,11,3.44,PH,1692123823
361,playa vicente,17.8333,-95.8167,28.19,82,76,4.59,MX,1692123823
